2017-04-02 17:06:36 startup archives unpack
2017-04-06 01:01:12 status half-installed python3-update-manager:all 1:0.196.22
2017-04-06 01:01:12 status half-installed python3-update-manager:all 1:0.196.22
2017-04-06 01:01:12 status unpacked python3-update-manager:all 1:0.196.23
2017-04-06 01:01:12 status unpacked python3-update-manager:all 1:0.196.23
2017-04-06 01:01:12 upgrade update-notifier-common:all 0.154.1ubuntu2 0.154.1ubuntu3
2017-04-06 01:01:12 status half-configured update-notifier-common:all 0.154.1ubuntu2
2017-04-06 01:01:12 status unpacked update-notifier-common:all 0.154.1ubuntu2
2017-04-06 01:01:12 status half-installed update-notifier-common:all 0.154.1ubuntu2
2017-04-06 01:01:12 status half-installed update-notifier-common:all 0.154.1ubuntu2
2017-04-06 01:01:12 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:12 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:12 upgrade docker-engine:amd64 17.03.1~ce-0~ubuntu-trusty 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:12 status half-configured docker-engine:amd64 17.03.1~ce-0~ubuntu-trusty
2017-04-06 01:01:13 status unpacked docker-engine:amd64 17.03.1~ce-0~ubuntu-trusty
2017-04-06 01:01:13 status half-installed docker-engine:amd64 17.03.1~ce-0~ubuntu-trusty
2017-04-06 01:01:13 status triggers-pending man-db:amd64 2.6.7.1-1ubuntu1
2017-04-06 01:01:16 status triggers-pending ureadahead:amd64 0.100.0-16
2017-04-06 01:01:16 status half-installed docker-engine:amd64 17.03.1~ce-0~ubuntu-trusty
2017-04-06 01:01:16 status triggers-pending ureadahead:amd64 0.100.0-16
2017-04-06 01:01:16 status half-installed docker-engine:amd64 17.03.1~ce-0~ubuntu-trusty
2017-04-06 01:01:16 status unpacked docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:16 status unpacked docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:16 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2017-04-06 01:01:16 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2017-04-06 01:01:17 status installed man-db:amd64 2.6.7.1-1ubuntu1
2017-04-06 01:01:17 trigproc ureadahead:amd64 0.100.0-16 0.100.0-16
2017-04-06 01:01:17 status half-configured ureadahead:amd64 0.100.0-16
2017-04-06 01:01:17 status installed ureadahead:amd64 0.100.0-16
2017-04-06 01:01:17 startup packages configure
2017-04-06 01:01:17 configure python3-update-manager:all 1:0.196.23 <none>
2017-04-06 01:01:17 status unpacked python3-update-manager:all 1:0.196.23
2017-04-06 01:01:17 status half-configured python3-update-manager:all 1:0.196.23
2017-04-06 01:01:18 status installed python3-update-manager:all 1:0.196.23
2017-04-06 01:01:18 configure update-manager-core:all 1:0.196.23 <none>
2017-04-06 01:01:18 status unpacked update-manager-core:all 1:0.196.23
2017-04-06 01:01:18 status half-configured update-manager-core:all 1:0.196.23
2017-04-06 01:01:18 status installed update-manager-core:all 1:0.196.23
2017-04-06 01:01:18 configure update-notifier-common:all 0.154.1ubuntu3 <none>
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status unpacked update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status half-configured update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 status installed update-notifier-common:all 0.154.1ubuntu3
2017-04-06 01:01:18 configure docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty <none>
2017-04-06 01:01:18 status unpacked docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:18 status triggers-pending ureadahead:amd64 0.100.0-16
2017-04-06 01:01:18 status unpacked docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:18 status unpacked docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:18 status unpacked docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:18 status unpacked docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:18 status unpacked docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:18 status half-configured docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:18 status triggers-awaited docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:18 trigproc ureadahead:amd64 0.100.0-16 <none>
2017-04-06 01:01:18 status half-configured ureadahead:amd64 0.100.0-16
2017-04-06 01:01:18 status installed docker-engine:amd64 17.04.0~ce-0~ubuntu-trusty
2017-04-06 01:01:18 status installed ureadahead:amd64 0.100.0-16
2017-04-18 17:10:36 startup archives unpack
2017-04-18 17:10:37 upgrade bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.13 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status half-configured bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status triggers-pending man-db:amd64 2.6.7.1-1ubuntu1
2017-04-18 17:10:37 status half-installed bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status unpacked bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 upgrade dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.13 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status half-configured dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status unpacked dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 upgrade libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.13 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status half-configured libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status unpacked libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 upgrade libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.13 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status half-configured libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status unpacked libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 upgrade libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.13 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status half-configured libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status unpacked libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 upgrade libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.13 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status half-configured libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status unpacked libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 upgrade liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.13 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status half-configured liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status unpacked liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 upgrade libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.13 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status half-configured libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status half-installed libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.13
2017-04-18 17:10:37 status unpacked libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 status unpacked libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:37 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2017-04-18 17:10:37 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2017-04-18 17:10:38 status installed man-db:amd64 2.6.7.1-1ubuntu1
2017-04-18 17:10:38 startup packages configure
2017-04-18 17:10:38 configure libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.14 <none>
2017-04-18 17:10:38 status unpacked libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status half-configured libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status installed libisc95:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status triggers-pending libc-bin:amd64 2.19-0ubuntu6.11
2017-04-18 17:10:38 configure libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.14 <none>
2017-04-18 17:10:38 status unpacked libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status half-configured libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status installed libdns100:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 configure libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.14 <none>
2017-04-18 17:10:38 status unpacked libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status half-configured libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status installed libisccc90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 configure libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.14 <none>
2017-04-18 17:10:38 status unpacked libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status half-configured libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status installed libisccfg90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 configure libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.14 <none>
2017-04-18 17:10:38 status unpacked libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status half-configured libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status installed libbind9-90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 configure liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.14 <none>
2017-04-18 17:10:38 status unpacked liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status half-configured liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status installed liblwres90:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 configure bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.14 <none>
2017-04-18 17:10:38 status unpacked bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status half-configured bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status installed bind9-host:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 configure dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.14 <none>
2017-04-18 17:10:38 status unpacked dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status half-configured dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 status installed dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.14
2017-04-18 17:10:38 trigproc libc-bin:amd64 2.19-0ubuntu6.11 <none>
2017-04-18 17:10:38 status half-configured libc-bin:amd64 2.19-0ubuntu6.11
2017-04-18 17:10:38 status installed libc-bin:amd64 2.19-0ubuntu6.11
2017-04-20 20:47:34 startup archives unpack
2017-04-20 20:47:35 upgrade do-agent:amd64 0.4.10 0.4.11
2017-04-20 20:47:35 status half-configured do-agent:amd64 0.4.10
2017-04-20 20:47:35 status unpacked do-agent:amd64 0.4.10
2017-04-20 20:47:35 status half-installed do-agent:amd64 0.4.10
2017-04-20 20:47:35 status triggers-pending ureadahead:amd64 0.100.0-16
2017-04-20 20:47:35 status half-installed do-agent:amd64 0.4.10
2017-04-20 20:47:35 status half-installed do-agent:amd64 0.4.10
2017-04-20 20:47:35 status unpacked do-agent:amd64 0.4.11
2017-04-20 20:47:35 status unpacked do-agent:amd64 0.4.11
2017-04-20 20:47:35 trigproc ureadahead:amd64 0.100.0-16 0.100.0-16
2017-04-20 20:47:35 status half-configured ureadahead:amd64 0.100.0-16
2017-04-20 20:47:35 status installed ureadahead:amd64 0.100.0-16
2017-04-20 20:47:35 startup packages configure
2017-04-20 20:47:35 configure do-agent:amd64 0.4.11 <none>
2017-04-20 20:47:35 status unpacked do-agent:amd64 0.4.11
2017-04-20 20:47:35 status unpacked do-agent:amd64 0.4.11
2017-04-20 20:47:35 status half-configured do-agent:amd64 0.4.11
2017-04-20 20:47:35 status installed do-agent:amd64 0.4.11
2017-04-22 14:14:56 startup archives unpack
2017-04-22 14:14:57 upgrade libfreetype6:amd64 2.5.2-1ubuntu2.6 2.5.2-1ubuntu2.7
2017-04-22 14:14:57 status half-configured libfreetype6:amd64 2.5.2-1ubuntu2.6
2017-04-22 14:14:57 status unpacked libfreetype6:amd64 2.5.2-1ubuntu2.6
2017-04-22 14:14:57 status half-installed libfreetype6:amd64 2.5.2-1ubuntu2.6
2017-04-22 14:14:57 status half-installed libfreetype6:amd64 2.5.2-1ubuntu2.6
2017-04-22 14:14:57 status unpacked libfreetype6:amd64 2.5.2-1ubuntu2.7
2017-04-22 14:14:57 status unpacked libfreetype6:amd64 2.5.2-1ubuntu2.7
2017-04-22 14:14:57 upgrade mongodb-org-shell:amd64 3.4.3 3.4.4
2017-04-22 14:14:57 status half-configured mongodb-org-shell:amd64 3.4.3
2017-04-22 14:14:57 status unpacked mongodb-org-shell:amd64 3.4.3
2017-04-22 14:14:57 status half-installed mongodb-org-shell:amd64 3.4.3
2017-04-22 14:14:58 status triggers-pending man-db:amd64 2.6.7.1-1ubuntu1
2017-04-22 14:14:58 status half-installed mongodb-org-shell:amd64 3.4.3
2017-04-22 14:14:58 status unpacked mongodb-org-shell:amd64 3.4.4
2017-04-22 14:14:58 status unpacked mongodb-org-shell:amd64 3.4.4
2017-04-22 14:14:58 upgrade mongodb-org-server:amd64 3.4.3 3.4.4
2017-04-22 14:14:58 status half-configured mongodb-org-server:amd64 3.4.3
2017-04-22 14:14:58 status unpacked mongodb-org-server:amd64 3.4.3
2017-04-22 14:14:58 status half-installed mongodb-org-server:amd64 3.4.3
2017-04-22 14:15:00 status triggers-pending ureadahead:amd64 0.100.0-16
2017-04-22 14:15:00 status half-installed mongodb-org-server:amd64 3.4.3
2017-04-22 14:15:00 status half-installed mongodb-org-server:amd64 3.4.3
2017-04-22 14:15:01 status unpacked mongodb-org-server:amd64 3.4.4
2017-04-22 14:15:01 status unpacked mongodb-org-server:amd64 3.4.4
2017-04-22 14:15:01 upgrade mongodb-org-mongos:amd64 3.4.3 3.4.4
2017-04-22 14:15:01 status half-configured mongodb-org-mongos:amd64 3.4.3
2017-04-22 14:15:01 status unpacked mongodb-org-mongos:amd64 3.4.3
2017-04-22 14:15:01 status half-installed mongodb-org-mongos:amd64 3.4.3
2017-04-22 14:15:02 status half-installed mongodb-org-mongos:amd64 3.4.3
2017-04-22 14:15:02 status unpacked mongodb-org-mongos:amd64 3.4.4
2017-04-22 14:15:02 status unpacked mongodb-org-mongos:amd64 3.4.4
2017-04-22 14:15:02 upgrade mongodb-org-tools:amd64 3.4.3 3.4.4
2017-04-22 14:15:02 status half-configured mongodb-org-tools:amd64 3.4.3
2017-04-22 14:15:02 status unpacked mongodb-org-tools:amd64 3.4.3
2017-04-22 14:15:02 status half-installed mongodb-org-tools:amd64 3.4.3
2017-04-22 14:15:07 status half-installed mongodb-org-tools:amd64 3.4.3
2017-04-22 14:15:07 status unpacked mongodb-org-tools:amd64 3.4.4
2017-04-22 14:15:07 status unpacked mongodb-org-tools:amd64 3.4.4
2017-04-22 14:15:08 upgrade mongodb-org:amd64 3.4.3 3.4.4
2017-04-22 14:15:08 status half-configured mongodb-org:amd64 3.4.3
2017-04-22 14:15:08 status unpacked mongodb-org:amd64 3.4.3
2017-04-22 14:15:08 status half-installed mongodb-org:amd64 3.4.3
2017-04-22 14:15:08 status half-installed mongodb-org:amd64 3.4.3
2017-04-22 14:15:08 status unpacked mongodb-org:amd64 3.4.4
2017-04-22 14:15:08 status unpacked mongodb-org:amd64 3.4.4
2017-04-22 14:15:08 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2017-04-22 14:15:08 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2017-04-22 14:15:08 status installed man-db:amd64 2.6.7.1-1ubuntu1
2017-04-22 14:15:08 trigproc ureadahead:amd64 0.100.0-16 0.100.0-16
2017-04-22 14:15:08 status half-configured ureadahead:amd64 0.100.0-16
2017-04-22 14:15:08 status installed ureadahead:amd64 0.100.0-16
2017-04-22 14:15:08 startup packages configure
2017-04-22 14:15:08 configure libfreetype6:amd64 2.5.2-1ubuntu2.7 <none>
2017-04-22 14:15:08 status unpacked libfreetype6:amd64 2.5.2-1ubuntu2.7
2017-04-22 14:15:08 status half-configured libfreetype6:amd64 2.5.2-1ubuntu2.7
2017-04-22 14:15:08 status installed libfreetype6:amd64 2.5.2-1ubuntu2.7
2017-04-22 14:15:08 status triggers-pending libc-bin:amd64 2.19-0ubuntu6.11
2017-04-22 14:15:08 configure mongodb-org-shell:amd64 3.4.4 <none>
2017-04-22 14:15:08 status unpacked mongodb-org-shell:amd64 3.4.4
2017-04-22 14:15:08 status half-configured mongodb-org-shell:amd64 3.4.4
2017-04-22 14:15:08 status installed mongodb-org-shell:amd64 3.4.4
2017-04-22 14:15:08 configure mongodb-org-server:amd64 3.4.4 <none>
2017-04-22 14:15:08 status unpacked mongodb-org-server:amd64 3.4.4
2017-04-22 14:15:08 status unpacked mongodb-org-server:amd64 3.4.4
2017-04-22 14:15:08 status unpacked mongodb-org-server:amd64 3.4.4
2017-04-22 14:15:08 status half-configured mongodb-org-server:amd64 3.4.4
2017-04-22 14:15:08 status installed mongodb-org-server:amd64 3.4.4
2017-04-22 14:15:08 configure mongodb-org-mongos:amd64 3.4.4 <none>
2017-04-22 14:15:08 status unpacked mongodb-org-mongos:amd64 3.4.4
2017-04-22 14:15:08 status half-configured mongodb-org-mongos:amd64 3.4.4
2017-04-22 14:15:08 status installed mongodb-org-mongos:amd64 3.4.4
2017-04-22 14:15:08 configure mongodb-org-tools:amd64 3.4.4 <none>
2017-04-22 14:15:08 status unpacked mongodb-org-tools:amd64 3.4.4
2017-04-22 14:15:08 status half-configured mongodb-org-tools:amd64 3.4.4
2017-04-22 14:15:08 status installed mongodb-org-tools:amd64 3.4.4
2017-04-22 14:15:08 configure mongodb-org:amd64 3.4.4 <none>
2017-04-22 14:15:08 status unpacked mongodb-org:amd64 3.4.4
2017-04-22 14:15:08 status half-configured mongodb-org:amd64 3.4.4
2017-04-22 14:15:08 status installed mongodb-org:amd64 3.4.4
2017-04-22 14:15:08 trigproc libc-bin:amd64 2.19-0ubuntu6.11 <none>
2017-04-22 14:15:08 status half-configured libc-bin:amd64 2.19-0ubuntu6.11
2017-04-22 14:15:08 status installed libc-bin:amd64 2.19-0ubuntu6.11
2017-04-24 14:37:37 startup archives unpack
2017-04-24 14:37:38 install linux-image-3.13.0-117-generic:amd64 <none> 3.13.0-117.164
2017-04-24 14:37:38 status half-installed linux-image-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:41 status unpacked linux-image-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:41 status unpacked linux-image-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:41 upgrade linux-cloud-tools-common:all 3.13.0-116.163 3.13.0-117.164
2017-04-24 14:37:41 status half-configured linux-cloud-tools-common:all 3.13.0-116.163
2017-04-24 14:37:41 status unpacked linux-cloud-tools-common:all 3.13.0-116.163
2017-04-24 14:37:41 status half-installed linux-cloud-tools-common:all 3.13.0-116.163
2017-04-24 14:37:41 status triggers-pending ureadahead:amd64 0.100.0-16
2017-04-24 14:37:41 status half-installed linux-cloud-tools-common:all 3.13.0-116.163
2017-04-24 14:37:41 status triggers-pending man-db:amd64 2.6.7.1-1ubuntu1
2017-04-24 14:37:41 status half-installed linux-cloud-tools-common:all 3.13.0-116.163
2017-04-24 14:37:41 status unpacked linux-cloud-tools-common:all 3.13.0-117.164
2017-04-24 14:37:41 status unpacked linux-cloud-tools-common:all 3.13.0-117.164
2017-04-24 14:37:41 install linux-cloud-tools-3.13.0-117:amd64 <none> 3.13.0-117.164
2017-04-24 14:37:41 status half-installed linux-cloud-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:37:41 status unpacked linux-cloud-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:37:41 status unpacked linux-cloud-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:37:41 install linux-cloud-tools-3.13.0-117-generic:amd64 <none> 3.13.0-117.164
2017-04-24 14:37:41 status half-installed linux-cloud-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:41 status unpacked linux-cloud-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:41 status unpacked linux-cloud-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:41 upgrade linux-cloud-tools-generic:amd64 3.13.0.116.126 3.13.0.117.127
2017-04-24 14:37:41 status half-configured linux-cloud-tools-generic:amd64 3.13.0.116.126
2017-04-24 14:37:41 status unpacked linux-cloud-tools-generic:amd64 3.13.0.116.126
2017-04-24 14:37:41 status half-installed linux-cloud-tools-generic:amd64 3.13.0.116.126
2017-04-24 14:37:41 status half-installed linux-cloud-tools-generic:amd64 3.13.0.116.126
2017-04-24 14:37:41 status unpacked linux-cloud-tools-generic:amd64 3.13.0.117.127
2017-04-24 14:37:41 status unpacked linux-cloud-tools-generic:amd64 3.13.0.117.127
2017-04-24 14:37:41 install linux-image-extra-3.13.0-117-generic:amd64 <none> 3.13.0-117.164
2017-04-24 14:37:41 status half-installed linux-image-extra-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:51 status unpacked linux-image-extra-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:51 status unpacked linux-image-extra-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:51 upgrade linux-generic:amd64 3.13.0.116.126 3.13.0.117.127
2017-04-24 14:37:51 status half-configured linux-generic:amd64 3.13.0.116.126
2017-04-24 14:37:51 status unpacked linux-generic:amd64 3.13.0.116.126
2017-04-24 14:37:51 status half-installed linux-generic:amd64 3.13.0.116.126
2017-04-24 14:37:51 status half-installed linux-generic:amd64 3.13.0.116.126
2017-04-24 14:37:51 status unpacked linux-generic:amd64 3.13.0.117.127
2017-04-24 14:37:51 status unpacked linux-generic:amd64 3.13.0.117.127
2017-04-24 14:37:51 upgrade linux-image-generic:amd64 3.13.0.116.126 3.13.0.117.127
2017-04-24 14:37:51 status half-configured linux-image-generic:amd64 3.13.0.116.126
2017-04-24 14:37:51 status unpacked linux-image-generic:amd64 3.13.0.116.126
2017-04-24 14:37:51 status half-installed linux-image-generic:amd64 3.13.0.116.126
2017-04-24 14:37:51 status half-installed linux-image-generic:amd64 3.13.0.116.126
2017-04-24 14:37:51 status unpacked linux-image-generic:amd64 3.13.0.117.127
2017-04-24 14:37:51 status unpacked linux-image-generic:amd64 3.13.0.117.127
2017-04-24 14:37:51 install linux-headers-3.13.0-117:all <none> 3.13.0-117.164
2017-04-24 14:37:51 status half-installed linux-headers-3.13.0-117:all 3.13.0-117.164
2017-04-24 14:37:55 status unpacked linux-headers-3.13.0-117:all 3.13.0-117.164
2017-04-24 14:37:55 status unpacked linux-headers-3.13.0-117:all 3.13.0-117.164
